id	over/under	perc_associated_study	perc_associated_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	FDR	description	ANs_study
.....GO:0030543	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	2-micrometer plasmid partitioning	P03871, P03872, Q04002
.........GO:0060963	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	positive regulation of ribosomal protein gene transcription from RNA polymerase II promoter	P32432, P39520, P39521
.......GO:0001178	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	regulation of transcriptional start site selection at RNA polymerase II promoter	P23615, P32657, P38144
.........GO:1900049	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	regulation of histone exchange	P32657, P35817, P38144
....GO:0043007	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	maintenance of rDNA	P53297, Q03707, Q07794
......GO:0000076	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	DNA replication checkpoint	P21951, P25588, P40348
........GO:0042780	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	tRNA 3'-end processing	P21269, P38996, P53617
....GO:0003906	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	DNA-(apurinic or apyrimidinic site) lyase activity	P05750, P22936, P31378
.......GO:0006538	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	glutamate catabolic process	P33327, Q01802, Q04792
.....GO:0090317	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	negative regulation of intracellular protein transport	P40075, P40457, Q02455
....GO:1903828	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	negative regulation of cellular protein localization	P40075, P40457, Q02455
......GO:0032221	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	Rpd3S complex	P22579, P32561, Q04779
......GO:0010952	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	positive regulation of peptidase activity	P22141, P25451, P43583
...GO:0005761	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	mitochondrial ribosome	P07253, P19955, P21560
.........GO:0007070	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	negative regulation of transcription from RNA polymerase II promoter during mitosis	P14922, P16649, P39001
....GO:0016799	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	hydrolase activity, hydrolyzing N-glycosyl compounds	P12887, P22134, P31378
...GO:0032545	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	CURI complex	P39520, P39521, P53254
......GO:1900402	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter	P17106, P31385, P39001
......GO:0000390	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	spliceosomal complex disassembly	P06634, P24384, Q06411
......GO:0042308	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	negative regulation of protein import into nucleus	P40075, P40457, Q02455
......GO:0090088	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	regulation of oligopeptide transport	P14922, P16649, P19812
.........GO:0034965	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	intronic box C/D snoRNA processing	P38336, P41812, P53833
.....GO:1900181	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	negative regulation of protein localization to nucleus	P40075, P40457, Q02455
........GO:0034501	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	protein localization to kinetochore	P30822, P53148, Q03790
....GO:0016504	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	peptidase activator activity	P22141, P25451, P43583
..GO:0000384	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	first spliceosomal transesterification activity	P28004, P28320, Q12309
......GO:1902931	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	negative regulation of alcohol biosynthetic process	P24280, P31385, P39001
.....GO:0005674	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	transcription factor TFIIF complex	P35189, P41895, P41896
.....GO:0000729	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	DNA double-strand break processing	P29539, P35187, P38859
.....GO:0019202	o	0.267	0.089	3.000	3	1123	1	1123	0.625	1	amino acid kinase activity	P10869, P17423, P32264
......GO:0008408	o	0.801	0.267	3.000	9	1123	3	1123	0.145	1	3'-5' exonuclease activity	P13382, P15436, P21951, P22936, P46957, P47110, Q08162, Q08237, Q12149
........GO:0071028	o	0.801	0.267	3.000	9	1123	3	1123	0.145	1	nuclear mRNA surveillance	P25555, P38801, P38996, P47047, P48240, P53617, P53725, Q02792, Q08162
.....GO:0000972	o	0.801	0.267	3.000	9	1123	3	1123	0.145	1	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	P20676, P25502, P32499, P38801, P39705, P40457, P49687, Q04002, Q12149
......GO:0006338	o	3.651	1.247	2.929	41	1123	14	1123	0.000301	0.0308	chromatin remodeling	P06786, P11632, P11633, P14164, P14922, P16649, P17106, P18480, P18888, P22082, P23615, P32447, P32591, P32597, P32657, P32832, P35189, P35817, P36053, P38144, P39001, P40019, P40154, P40161, P40466, P41813, P43579, P43583, P43609, P53946, P80428, Q01939, Q02206, Q03330, Q03388, Q03940, Q05123, Q06639, Q08925, Q12345, Q12692
..GO:0003700	o	3.117	1.069	2.917	35	1123	12	1123	0.000966	0.0719	sequence-specific DNA binding transcription factor activity	P07248, P12383, P13393, P13574, P14164, P17106, P20134, P22035, P23255, P23615, P25302, P25502, P29547, P35189, P38129, P38351, P39001, P39521, P39678, P39956, P40466, P40489, P40535, P41696, P41813, P50105, P53040, P53438, Q03750, Q03761, Q03833, Q04226, Q05021, Q05958, Q06639
.GO:0001071	o	3.117	1.069	2.917	35	1123	12	1123	0.000966	0.0719	nucleic acid binding transcription factor activity	P07248, P12383, P13393, P13574, P14164, P17106, P20134, P22035, P23255, P23615, P25302, P25502, P29547, P35189, P38129, P38351, P39001, P39521, P39678, P39956, P40466, P40489, P40535, P41696, P41813, P50105, P53040, P53438, Q03750, Q03761, Q03833, Q04226, Q05021, Q05958, Q06639
.......GO:0031124	o	1.781	0.623	2.857	20	1123	7	1123	0.0185	0.588	mRNA 3'-end processing	P17629, P29468, P38351, P38996, P39927, P40466, P42073, P45976, P53064, P53297, P53552, P53617, P89105, Q00416, Q01329, Q05543, Q06224, Q06697, Q07478, Q99383
......GO:0008080	o	1.781	0.623	2.857	20	1123	7	1123	0.0185	0.588	N-acetyltransferase activity	P12945, P32494, P39979, P43572, P43577, P53165, P53914, P60010, P80428, Q02336, Q02908, Q03330, Q04003, Q04728, Q07794, Q08649, Q08689, Q12433, Q12447, Q99314
.......GO:0006369	o	1.247	0.445	2.800	14	1123	5	1123	0.0625	1	termination of RNA polymerase II transcription	P21538, P32657, P38144, P38996, P39927, P40466, P42073, P53063, P53617, Q00416, Q01329, Q02555, Q02792, Q06224
.......GO:0006473	o	2.226	0.801	2.778	25	1123	9	1123	0.00854	0.344	protein acetylation	P12945, P25554, P32447, P32494, P35177, P35189, P38129, P43572, P52910, P53040, P53165, P60010, P80428, Q01574, Q02336, Q02908, Q03330, Q03761, Q04003, Q07794, Q08649, Q08689, Q12060, Q12433, Q99314
.....GO:1902493	o	1.959	0.712	2.750	22	1123	8	1123	0.0154	0.534	acetyltransferase complex	P12945, P25554, P32494, P32657, P35177, P35189, P38129, P43572, P53040, P53165, P60010, P80428, Q02336, Q03330, Q03761, Q04003, Q06337, Q08649, Q08689, Q12060, Q12433, Q99314
...GO:0070603	o	1.959	0.712	2.750	22	1123	8	1123	0.0154	0.534	SWI/SNF superfamily-type complex	P18480, P18888, P22082, P32591, P32597, P32832, P35189, P35817, P38144, P40154, P43579, P43609, P53628, P53946, P60010, P80428, Q02206, Q03388, Q03940, Q05123, Q06639, Q12345
...GO:0031248	o	1.959	0.712	2.750	22	1123	8	1123	0.0154	0.534	protein acetyltransferase complex	P12945, P25554, P32494, P32657, P35177, P35189, P38129, P43572, P53040, P53165, P60010, P80428, Q02336, Q03330, Q03761, Q04003, Q06337, Q08649, Q08689, Q12060, Q12433, Q99314
.....GO:0098732	o	0.980	0.356	2.750	11	1123	4	1123	0.117	1	macromolecule deacylation	P14832, P22579, P25357, P31385, P32561, P36124, P38255, P40505, P53973, Q04779, Q06629
....GO:0016575	o	0.980	0.356	2.750	11	1123	4	1123	0.117	1	histone deacetylation	P14832, P22579, P25357, P31385, P32561, P36124, P38255, P40505, P53973, Q04779, Q06629
.......GO:0006476	o	0.980	0.356	2.750	11	1123	4	1123	0.117	1	protein deacetylation	P14832, P22579, P25357, P31385, P32561, P36124, P38255, P40505, P53973, Q04779, Q06629
......GO:0035601	o	0.980	0.356	2.750	11	1123	4	1123	0.117	1	protein deacylation	P14832, P22579, P25357, P31385, P32561, P36124, P38255, P40505, P53973, Q04779, Q06629
......GO:0006354	o	2.671	0.980	2.727	30	1123	11	1123	0.00399	0.194	DNA-templated transcription, elongation	P06843, P15424, P17629, P32558, P32561, P32597, P32657, P32832, P35189, P36053, P38144, P38351, P40161, P41895, P41896, P43609, P47006, P53064, P53552, P89105, Q01080, Q01448, Q02206, Q04779, Q05123, Q06639, Q06697, Q07478, Q08649, Q12514
......GO:0006378	o	0.712	0.267	2.667	8	1123	3	1123	0.225	1	mRNA polyadenylation	P29468, P39927, P45976, P53297, Q00416, Q01329, Q06224, Q99383
....GO:0031011	o	0.712	0.267	2.667	8	1123	3	1123	0.225	1	Ino80 complex	P35189, P40154, P43579, P53946, P60010, P80428, Q03940, Q12345
.......GO:0061186	o	0.712	0.267	2.667	8	1123	3	1123	0.225	1	negative regulation of chromatin silencing at silent mating-type cassette	P22579, P31385, P32561, P38255, P40505, P41813, Q08923, Q12363
........GO:0000429	o	0.712	0.267	2.667	8	1123	3	1123	0.225	1	carbon catabolite regulation of transcription from RNA polymerase II promoter	P07248, P16649, P18480, P23615, P32591, P38931, P39073, P40535
...GO:0033202	o	0.712	0.267	2.667	8	1123	3	1123	0.225	1	DNA helicase complex	P35189, P40154, P43579, P53946, P60010, P80428, Q03940, Q12345
......GO:0000018	o	0.712	0.267	2.667	8	1123	3	1123	0.225	1	regulation of DNA recombination	P06786, P09959, P32561, P35187, P38351, P40562, P53551, Q06697
.....GO:0016410	o	1.870	0.712	2.625	21	1123	8	1123	0.0232	0.663	N-acyltransferase activity	P09950, P12945, P32494, P39979, P43572, P43577, P53165, P53914, P60010, P80428, Q02336, Q02908, Q03330, Q04003, Q04728, Q07794, Q08649, Q08689, Q12433, Q12447, Q99314
......GO:0043543	o	2.315	0.890	2.600	26	1123	10	1123	0.0107	0.404	protein acylation	P12945, P25554, P32447, P32494, P35177, P35189, P38129, P39010, P43572, P52910, P53040, P53165, P60010, P80428, Q01574, Q02336, Q02908, Q03330, Q03761, Q04003, Q07794, Q08649, Q08689, Q12060, Q12433, Q99314
.....GO:1900428	o	1.158	0.445	2.600	13	1123	5	1123	0.0949	1	regulation of filamentous growth of a population of unicellular organisms	P01120, P16649, P18480, P19659, P20134, P22082, P38255, P40069, P40466, P40505, P41813, Q03063, Q03373
......GO:0031938	o	1.158	0.445	2.600	13	1123	5	1123	0.0949	1	regulation of chromatin silencing at telomere	P22579, P31385, P32561, P35817, P38255, P38351, P40505, P40517, P53064, P53973, P89105, Q08923, Q12363
......GO:0070784	o	1.158	0.445	2.600	13	1123	5	1123	0.0949	1	regulation of growth of unicellular organism as a thread of attached cells	P01120, P16649, P18480, P19659, P20134, P22082, P38255, P40069, P40466, P40505, P41813, Q03063, Q03373
.....GO:0016568	o	8.014	3.117	2.571	90	1123	35	1123	4.52e-07	0.000105	chromatin modification	P02309, P06786, P11632, P11633, P14164, P14832, P14922, P15646, P16649, P17106, P18480, P18888, P22082, P22579, P23615, P25357, P25554, P31385, P32447, P32494, P32561, P32591, P32597, P32657, P32832, P35177, P35189, P35817, P36053, P36124, P38129, P38144, P38199, P38255, P38351, P38827, P38911, P39001, P39956, P40019, P40154, P40161, P40466, P40505, P41813, P43572, P43579, P43583, P43609, P52910, P53040, P53064, P53165, P53946, P53973, P60010, P80428, P89105, Q01448, Q01574, Q01939, Q02206, Q02336, Q02908, Q03012, Q03330, Q03388, Q03761, Q03833, Q03940, Q04003, Q04779, Q05123, Q05580, Q06205, Q06337, Q06629, Q06639, Q06697, Q07457, Q07458, Q07794, Q08649, Q08923, Q08925, Q12060, Q12345, Q12433, Q12692, Q99314
....GO:0060968	o	1.603	0.623	2.571	18	1123	7	1123	0.0421	0.996	regulation of gene silencing	P07248, P22579, P31385, P32561, P35817, P38255, P38351, P40466, P40505, P40517, P41813, P53064, P53551, P53973, P89105, Q03661, Q08923, Q12363
.........GO:0000472	o	1.603	0.623	2.571	18	1123	7	1123	0.0421	0.996	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P34247, P35194, P40055, P43586, P47077, P47083, P53743, Q03280, Q04500, Q05022, Q06106, Q06287, Q08965, Q12136, Q12220, Q12499, Q99207, Q99216
.......GO:0043144	o	2.048	0.801	2.556	23	1123	9	1123	0.0192	0.6	snoRNA processing	P15646, P20053, P20095, P29468, P33322, P38336, P38351, P38801, P38996, P39927, P41812, P42073, P47047, P48240, P53064, P53617, P53833, P89105, Q00416, Q02555, Q06224, Q08162, Q12149
...GO:0008134	o	2.048	0.801	2.556	23	1123	9	1123	0.0192	0.6	transcription factor binding	P07248, P13393, P17106, P18480, P19263, P19659, P20134, P22082, P27692, P29055, P29056, P29311, P35817, P39001, P39521, P41813, P46678, P50105, P53040, Q03063, Q03373, Q03761, Q08923
.......GO:0006368	o	2.226	0.890	2.500	25	1123	10	1123	0.0158	0.534	transcription elongation from RNA polymerase II promoter	P06843, P17629, P32558, P32561, P32597, P32657, P32832, P35189, P36053, P38351, P40161, P41895, P41896, P43609, P53064, P53552, P89105, Q01448, Q02206, Q04779, Q05123, Q06639, Q06697, Q07478, Q12514
.......GO:0051123	o	1.336	0.534	2.500	15	1123	6	1123	0.077	1	RNA polymerase II transcriptional preinitiation complex assembly	P11632, P13393, P19659, P23255, P29055, P35189, P38129, P41895, P41896, P50105, P53040, Q03750, Q03761, Q04226, Q05021
.....GO:0043631	o	0.890	0.356	2.500	10	1123	4	1123	0.178	1	RNA polyadenylation	P06843, P29468, P39927, P45976, P47047, P53297, Q00416, Q01329, Q06224, Q99383
....GO:0033613	o	0.890	0.356	2.500	10	1123	4	1123	0.178	1	activating transcription factor binding	P07248, P13393, P17106, P18480, P19659, P22082, P29311, P50105, P53040, Q03761
......GO:0051054	o	0.890	0.356	2.500	10	1123	4	1123	0.178	1	positive regulation of DNA metabolic process	P02829, P09959, P15873, P22082, P28707, P31378, P32591, P40466, P41813, P46678
....GO:0097346	o	0.890	0.356	2.500	10	1123	4	1123	0.178	1	INO80-type complex	P35189, P35817, P40154, P43579, P53946, P60010, P80428, Q03388, Q03940, Q12345
.......GO:0070898	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	RNA polymerase III transcriptional preinitiation complex assembly	P11632, P11633, P13393, P29056, P46678
...GO:0019213	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	deacetylase activity	P32561, P38255, P40505, P53973, Q06629
....GO:0050000	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	chromosome localization	P06105, P39705, P40457, P49687, Q02455
.......GO:0098789	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	pre-mRNA cleavage required for polyadenylation	P39927, P45976, Q01329, Q06224, Q99383
........GO:0030846	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	termination of RNA polymerase II transcription, poly(A)-coupled	P39927, P42073, P53063, Q01329, Q02792
.......GO:0006362	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	transcription elongation from RNA polymerase I promoter	P38351, P47006, P89105, Q01080, Q06697
.......GO:2000819	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	regulation of nucleotide-excision repair	P27692, P38351, P53064, P89105, Q06697
.....GO:0061408	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	positive regulation of transcription from RNA polymerase II promoter in response to heat stress	P09959, P22579, P25302, P31385, P40505
.....GO:0045912	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	negative regulation of carbohydrate metabolic process	P17157, P28263, P31385, P39001, Q12508
......GO:0034724	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	DNA replication-independent nucleosome organization	P11632, P32447, P32558, P40161, Q01448
........GO:0090262	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	regulation of transcription-coupled nucleotide-excision repair	P27692, P38351, P53064, P89105, Q06697
.......GO:0045740	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	positive regulation of DNA replication	P02829, P28707, P31378, P40466, P41813
........GO:2001207	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	regulation of transcription elongation from RNA polymerase I promoter	P27692, P38351, P53064, P89105, Q06697
.....GO:0032103	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	positive regulation of response to external stimulus	P17157, P32561, P43572, Q06671, Q08649
.....GO:0004407	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	histone deacetylase activity	P32561, P38255, P40505, P53973, Q06629
.........GO:0000414	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	regulation of histone H3-K36 methylation	P23615, P38351, P89105, Q06205, Q06697
.....GO:0000784	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	nuclear chromosome, telomeric region	P29539, P38199, P38859, Q04003, Q99314
.....GO:0034397	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	telomere localization	P06105, P39705, P40457, P49687, Q02455
.....GO:0071033	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	nuclear retention of pre-mRNA at the site of transcription	P33411, P38801, P47047, Q02455, Q12149
........GO:0071039	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	nuclear polyadenylation-dependent CUT catabolic process	P38801, P48240, P53725, Q08162, Q12149
.......GO:0001174	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	transcriptional start site selection at RNA polymerase II promoter	P29055, P35189, P41895, P41896, Q03973
......GO:0001173	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	DNA-templated transcriptional start site selection	P29055, P35189, P41895, P41896, Q03973
....GO:0001405	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	presequence translocase-associated import motor	P36147, P38523, P42949, Q01852, Q07914
......GO:0044773	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	mitotic DNA damage checkpoint	P21951, P25588, P35187, P38891, Q07457
......GO:0010677	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	negative regulation of cellular carbohydrate metabolic process	P17157, P28263, P31385, P39001, Q12508
....GO:0016593	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	Cdc73/Paf1 complex	P17629, P38351, P53064, P89105, Q06697
........GO:0070131	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	positive regulation of mitochondrial translation	P07253, P21560, P38300, P40513, Q08179
....GO:0033558	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	protein deacetylase activity	P32561, P38255, P40505, P53973, Q06629
...GO:0035327	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	transcriptionally active chromatin	P23615, P38351, P53064, P89105, Q06697
......GO:0098787	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	mRNA cleavage involved in mRNA processing	P39927, P45976, Q01329, Q06224, Q99383
......GO:0043649	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	dicarboxylic acid catabolic process	P23542, P33327, P38137, Q01802, Q04792
....GO:0001190	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	RNA polymerase II transcription factor binding transcription activator activity	P07248, P09959, P14922, P19659, P38931
......GO:0043486	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	histone exchange	P16649, P32447, P43583, Q03388, Q03940
.........GO:2001209	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	positive regulation of transcription elongation from RNA polymerase I promoter	P27692, P38351, P53064, P89105, Q06697
......GO:0032106	o	0.445	0.178	2.500	5	1123	2	1123	0.452	1	positive regulation of response to extracellular stimulus	P17157, P32561, P43572, Q06671, Q08649
