id	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_benjamini_hochberg	description	ANs_study
......GO:0010962	0.1	0.2	0.50	1	1125	2	1125	1	1	regulation of glucan biosynthetic process	P17157
....GO:0070879	0.1	0.2	0.50	1	1125	2	1125	1	1	fungal-type cell wall beta-glucan metabolic process	P16474
......GO:0004551	0.1	0.2	0.50	1	1125	2	1125	1	1	nucleotide diphosphatase activity	P16550
....GO:0004364	0.1	0.2	0.50	1	1125	2	1125	1	1	glutathione transferase activity	P17695
......GO:0090599	0.1	0.2	0.50	1	1125	2	1125	1	1	alpha-glucosidase activity	P38158
......GO:0005310	0.1	0.2	0.50	1	1125	2	1125	1	1	dicarboxylic acid transmembrane transporter activity	P39109
...GO:0016722	0.1	0.2	0.50	1	1125	2	1125	1	1	oxidoreductase activity, oxidizing metal ions	Q07540
.....GO:0034765	0.1	0.2	0.50	1	1125	2	1125	1	1	regulation of ion transmembrane transport	P04840
...GO:0005496	0.1	0.2	0.50	1	1125	2	1125	1	1	steroid binding	Q02201
.......GO:0018209	0.1	0.2	0.50	1	1125	2	1125	1	1	peptidyl-serine modification	P21965
.......GO:0030042	0.1	0.2	0.50	1	1125	2	1125	1	1	actin filament depolymerization	Q03048
....GO:0030952	0.1	0.2	0.50	1	1125	2	1125	1	1	establishment or maintenance of cytoskeleton polarity	P40531
......GO:0042732	0.1	0.2	0.50	1	1125	2	1125	1	1	D-xylose metabolic process	Q12458
....GO:0090114	0.1	0.2	0.50	1	1125	2	1125	1	1	COPII-coated vesicle budding	P01123
.......GO:0004725	0.1	0.2	0.50	1	1125	2	1125	1	1	protein tyrosine phosphatase activity	P40081
.....GO:0044247	0.1	0.2	0.50	1	1125	2	1125	1	1	cellular polysaccharide catabolic process	P06738
.....GO:0006721	0.1	0.2	0.50	1	1125	2	1125	1	1	terpenoid metabolic process	P08524
........GO:0070525	0.1	0.2	0.50	1	1125	2	1125	1	1	threonylcarbamoyladenosine metabolic process	P25374
....GO:0031505	0.8	1.7	0.47	9	1125	19	1125	0.0852	1	fungal-type cell wall organization	P00445,P35169,P38689,P53075,P60010,Q02159,Q08245,Q12114,Q12265
......GO:0045859	0.5	1.2	0.46	6	1125	13	1125	0.165	1	regulation of protein kinase activity	P07278,P17442,P32468,P53252,Q01389,Q12230
...GO:0016021	6.0	13.4	0.45	68	1125	151	1125	3.74e-09	1.89e-06	integral component of membrane	P04710,P04840,P05030,P05374,P07213,P07259,P12684,P13587,P14906,P16547,P17898,P18239,P21147,P21560,P25297,P25365,P25371,P29704,P32353,P32462,P32563,P32901,P33302,P33333,P34237,P35723,P36015,P36147,P38087,P38264,P38626,P38695,P38988,P39004,P39010,P39109,P39952,P39986,P40046,P40075,P40312,P40531,P40970,P43555,P43585,P46956,P46964,P47075,P49573,P53192,P53723,Q01926,Q02725,Q02776,Q03102,Q03281,Q03707,Q03880,Q04013,Q04697,Q04947,Q06089,Q06493,Q06508,Q07914,Q08179,Q12402,Q99287
...GO:0071852	0.8	1.8	0.45	9	1125	20	1125	0.0598	1	fungal-type cell wall organization or biogenesis	P00445,P35169,P38689,P53075,P60010,Q02159,Q08245,Q12114,Q12265
..GO:0044463	0.4	1.0	0.45	5	1125	11	1125	0.208	1	cell projection part	P06787,P07560,P31383,P32457,P39960
..GO:0031224	6.0	13.8	0.44	68	1125	155	1125	8.39e-10	1.89e-06	intrinsic component of membrane	P04710,P04840,P05030,P05374,P07213,P07259,P12684,P13587,P14906,P16547,P17898,P18239,P21147,P21560,P25297,P25365,P25371,P29704,P32353,P32462,P32563,P32901,P33302,P33333,P34237,P35723,P36015,P36147,P38087,P38264,P38626,P38695,P38988,P39004,P39010,P39109,P39952,P39986,P40046,P40075,P40312,P40531,P40970,P43555,P43585,P46956,P46964,P47075,P49573,P53192,P53723,Q01926,Q02725,Q02776,Q03102,Q03281,Q03707,Q03880,Q04013,Q04697,Q04947,Q06089,Q06493,Q06508,Q07914,Q08179,Q12402,Q99287
....GO:0005768	0.6	1.4	0.44	7	1125	16	1125	0.0915	1	endosome	P21576,P22943,P32074,P32571,P36015,P36018,P69771
...GO:0000131	0.4	0.8	0.44	4	1125	9	1125	0.265	1	incipient cellular bud site	P06787,P07560,P38249,P39960
.....GO:0045324	0.4	0.8	0.44	4	1125	9	1125	0.265	1	late endosome to vacuole transport	P36018,P41811,P69771,Q07878
.....GO:0043549	0.5	1.2	0.43	6	1125	14	1125	0.114	1	regulation of kinase activity	P07278,P17442,P32468,P53252,Q01389,Q12230
..GO:0044459	0.5	1.2	0.43	6	1125	14	1125	0.114	1	plasma membrane part	P00925,P17891,P22137,P25297,P35169,Q08245
....GO:0022884	0.3	0.6	0.43	3	1125	7	1125	0.343	1	macromolecule transmembrane transporter activity	P07213,Q01852,Q02776
....GO:0004553	0.3	0.6	0.43	3	1125	7	1125	0.343	1	hydrolase activity, hydrolyzing O-glycosyl compounds	P32356,P38158,Q06350
...GO:0007031	0.3	0.6	0.43	3	1125	7	1125	0.343	1	peroxisome organization	P07248,P21576,Q01389
...GO:0031312	0.3	0.6	0.43	3	1125	7	1125	0.343	1	extrinsic component of organelle membrane	P35191,P49017,Q6Q560
....GO:0008320	0.3	0.6	0.43	3	1125	7	1125	0.343	1	protein transmembrane transporter activity	P07213,Q01852,Q02776
....GO:0031307	0.3	0.6	0.43	3	1125	7	1125	0.343	1	integral component of mitochondrial outer membrane	P04840,P07213,P16547
....GO:0031306	0.3	0.6	0.43	3	1125	7	1125	0.343	1	intrinsic component of mitochondrial outer membrane	P04840,P07213,P16547
.....GO:1902410	0.3	0.6	0.43	3	1125	7	1125	0.343	1	mitotic cytokinetic process	P07560,P32521,Q12114
..GO:0045229	0.9	2.1	0.42	10	1125	24	1125	0.0233	0.662	external encapsulating structure organization	P00445,P35169,P38689,P53075,P60010,Q02159,Q06673,Q08245,Q12114,Q12265
...GO:0071555	0.9	2.1	0.42	10	1125	24	1125	0.0233	0.662	cell wall organization	P00445,P35169,P38689,P53075,P60010,Q02159,Q06673,Q08245,Q12114,Q12265
....GO:0005773	0.7	1.7	0.42	8	1125	19	1125	0.0508	1	vacuole	P00924,P00925,P22217,P25375,P32563,P32939,P36015,P37302
...GO:0010008	0.4	1.1	0.42	5	1125	12	1125	0.142	1	endosome membrane	P32521,P32571,P35169,P39010,P69771
.....GO:0046474	0.4	1.1	0.42	5	1125	12	1125	0.142	1	glycerophospholipid biosynthetic process	P05374,P06787,P17898,P33333,P39954
...GO:0000139	1.0	2.4	0.41	11	1125	27	1125	0.0131	0.464	Golgi membrane	P01123,P22217,P24280,P25365,P34237,P35169,P39010,P53079,P53192,Q06704,Q12402
.....GO:0006650	0.6	1.5	0.41	7	1125	17	1125	0.0625	1	glycerophospholipid metabolic process	P05374,P06787,P17898,P24280,P33333,P39954,P47008
...GO:0016050	0.6	1.5	0.41	7	1125	17	1125	0.0625	1	vesicle organization	P01123,P07560,P24280,P32571,P32602,P36015,P39968
..GO:0071554	0.9	2.2	0.40	10	1125	25	1125	0.0159	0.525	cell wall organization or biogenesis	P00445,P35169,P38689,P53075,P60010,Q02159,Q06673,Q08245,Q12114,Q12265
....GO:0006887	0.4	0.9	0.40	4	1125	10	1125	0.178	1	exocytosis	P07560,P17536,P60010,Q02201
.....GO:0009967	0.2	0.4	0.40	2	1125	5	1125	0.452	1	positive regulation of signal transduction	P25357,Q01389
......GO:0045010	0.2	0.4	0.40	2	1125	5	1125	0.452	1	actin nucleation	P47117,Q05933
...GO:0006928	0.2	0.4	0.40	2	1125	5	1125	0.452	1	movement of cell or subcellular component	P60010,Q02647
.....GO:0005978	0.2	0.4	0.40	2	1125	5	1125	0.452	1	glycogen biosynthetic process	P32861,P37012
.......GO:0071900	0.2	0.4	0.40	2	1125	5	1125	0.452	1	regulation of protein serine/threonine kinase activity	P07278,P17442
.....GO:0005666	0.2	0.4	0.40	2	1125	5	1125	0.452	1	DNA-directed RNA polymerase III complex	P17890,P25441
.....GO:0046943	0.2	0.4	0.40	2	1125	5	1125	0.452	1	carboxylic acid transmembrane transporter activity	P39109,Q04013
..GO:0033177	0.2	0.4	0.40	2	1125	5	1125	0.452	1	proton-transporting two-sector ATPase complex, proton-transporting domain	P32563,Q06405
...GO:0090151	0.2	0.4	0.40	2	1125	5	1125	0.452	1	establishment of protein localization to mitochondrial membrane	P07213,P39952
...GO:0098799	0.2	0.4	0.40	2	1125	5	1125	0.452	1	outer mitochondrial membrane protein complex	P07213,P25694
.......GO:0001056	0.2	0.4	0.40	2	1125	5	1125	0.452	1	RNA polymerase III activity	P17890,P25441
....GO:0023056	0.2	0.4	0.40	2	1125	5	1125	0.452	1	positive regulation of signaling	P25357,Q01389
.....GO:0015266	0.2	0.4	0.40	2	1125	5	1125	0.452	1	protein channel activity	P07213,Q02776
.......GO:0030838	0.2	0.4	0.40	2	1125	5	1125	0.452	1	positive regulation of actin filament polymerization	P47117,Q05933
........GO:0046915	0.2	0.4	0.40	2	1125	5	1125	0.452	1	transition metal ion transmembrane transporter activity	P25297,P49573
....GO:0046486	0.6	1.6	0.39	7	1125	18	1125	0.0421	0.999	glycerolipid metabolic process	P05374,P06787,P17898,P24280,P33333,P39954,P47008
..GO:0030427	1.0	2.6	0.38	11	1125	29	1125	0.00597	0.252	site of polarized growth	P06787,P07560,P20449,P23292,P29295,P31383,P34216,P39960,P40075,P53141,Q12434
....GO:0045017	0.4	1.2	0.38	5	1125	13	1125	0.0949	1	glycerolipid biosynthetic process	P05374,P06787,P17898,P33333,P39954
..GO:0031982	0.4	1.2	0.38	5	1125	13	1125	0.0949	1	vesicle	P01123,P07560,P41810,P43555,P53141
....GO:0016197	0.5	1.4	0.37	6	1125	16	1125	0.0513	1	endosomal transport	P01123,P32939,P36018,P41811,P69771,Q07878
...GO:0044440	0.5	1.4	0.37	6	1125	16	1125	0.0513	1	endosomal part	P32521,P32571,P35169,P36149,P39010,P69771
.....GO:0009250	0.3	0.7	0.37	3	1125	8	1125	0.225	1	glucan biosynthetic process	P16474,P32861,P37012
....GO:0006906	0.3	0.7	0.37	3	1125	8	1125	0.225	1	vesicle fusion	P07560,P32602,P36015
......GO:0006470	0.3	0.7	0.37	3	1125	8	1125	0.225	1	protein dephosphorylation	P19881,P40081,P41895
......GO:0004721	0.3	0.7	0.37	3	1125	8	1125	0.225	1	phosphoprotein phosphatase activity	P19881,P31383,P40081
...GO:0005935	0.7	2.0	0.36	8	1125	22	1125	0.0154	0.525	cellular bud neck	P06787,P23292,P29295,P31383,P34216,P40075,P53141,Q12434
...GO:0046903	0.4	1.0	0.36	4	1125	11	1125	0.117	1	secretion	P07560,P17536,P60010,Q02201
...GO:0032940	0.4	1.0	0.36	4	1125	11	1125	0.117	1	secretion by cell	P07560,P17536,P60010,Q02201
...GO:0032592	0.4	1.0	0.36	4	1125	11	1125	0.117	1	integral component of mitochondrial membrane	P04840,P07213,P16547,P21560
...GO:0031410	0.4	1.1	0.33	4	1125	12	1125	0.0758	1	cytoplasmic vesicle	P01123,P07560,P41810,P43555
...GO:0098573	0.4	1.1	0.33	4	1125	12	1125	0.0758	1	intrinsic component of mitochondrial membrane	P04840,P07213,P16547,P21560
......GO:0033674	0.2	0.5	0.33	2	1125	6	1125	0.288	1	positive regulation of kinase activity	P32468,Q01389
.....GO:0042147	0.2	0.5	0.33	2	1125	6	1125	0.288	1	retrograde transport, endosome to Golgi	P01123,P32939
..GO:0004871	0.2	0.5	0.33	2	1125	6	1125	0.288	1	signal transducer activity	P38011,Q01389
....GO:0030258	0.2	0.5	0.33	2	1125	6	1125	0.288	1	lipid modification	P28817,P32419
.......GO:0045860	0.2	0.5	0.33	2	1125	6	1125	0.288	1	positive regulation of protein kinase activity	P32468,Q01389
......GO:0009304	0.2	0.5	0.33	2	1125	6	1125	0.288	1	tRNA transcription	P17890,P25441
.......GO:0035303	0.2	0.5	0.33	2	1125	6	1125	0.288	1	regulation of dephosphorylation	P40075,P41895
.......GO:0042797	0.2	0.5	0.33	2	1125	6	1125	0.288	1	tRNA transcription from RNA polymerase III promoter	P17890,P25441
.....GO:0051347	0.2	0.5	0.33	2	1125	6	1125	0.288	1	positive regulation of transferase activity	P32468,Q01389
..GO:0031201	0.2	0.5	0.33	2	1125	6	1125	0.288	1	SNARE complex	P32602,P36015
....GO:0005802	0.2	0.5	0.33	2	1125	6	1125	0.288	1	trans-Golgi network	P01123,P38116
....GO:0042726	0.1	0.3	0.33	1	1125	3	1125	0.625	1	flavin-containing compound metabolic process	P50861
.....GO:0009166	0.1	0.3	0.33	1	1125	3	1125	0.625	1	nucleotide catabolic process	P06169
....GO:0051017	0.1	0.3	0.33	1	1125	3	1125	0.625	1	actin filament bundle assembly	P17536
.....GO:0006895	0.1	0.3	0.33	1	1125	3	1125	0.625	1	Golgi to endosome transport	P36018
....GO:0016298	0.1	0.3	0.33	1	1125	3	1125	0.625	1	lipase activity	P38139
........GO:0000290	0.1	0.3	0.33	1	1125	3	1125	0.625	1	deadenylation-dependent decapping of nuclear-transcribed mRNA	P39517
........GO:0000288	0.1	0.3	0.33	1	1125	3	1125	0.625	1	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	P05453
....GO:0032231	0.1	0.3	0.33	1	1125	3	1125	0.625	1	regulation of actin filament bundle assembly	P32471
...GO:0030658	0.1	0.3	0.33	1	1125	3	1125	0.625	1	transport vesicle membrane	P07560
...GO:0045263	0.1	0.3	0.33	1	1125	3	1125	0.625	1	proton-transporting ATP synthase complex, coupling factor F(o)	Q06405
......GO:0061013	0.1	0.3	0.33	1	1125	3	1125	0.625	1	regulation of mRNA catabolic process	P04147
....GO:0008236	0.1	0.3	0.33	1	1125	3	1125	0.625	1	serine-type peptidase activity	P36775
...GO:0031903	0.1	0.3	0.33	1	1125	3	1125	0.625	1	microbody membrane	P38137
......GO:0001100	0.1	0.3	0.33	1	1125	3	1125	0.625	1	negative regulation of exit from mitosis	P29311
...GO:0031501	0.1	0.3	0.33	1	1125	3	1125	0.625	1	mannosyltransferase complex	P47124
....GO:0048278	0.1	0.3	0.33	1	1125	3	1125	0.625	1	vesicle docking	P01123
....GO:0051537	0.1	0.3	0.33	1	1125	3	1125	0.625	1	2 iron, 2 sulfur cluster binding	Q12428
....GO:0016864	0.1	0.3	0.33	1	1125	3	1125	0.625	1	intramolecular oxidoreductase activity, transposing S-S bonds	P17967
...GO:0043023	0.1	0.3	0.33	1	1125	3	1125	0.625	1	ribosomal large subunit binding	P38219
...GO:0031226	0.1	0.3	0.33	1	1125	3	1125	0.625	1	intrinsic component of plasma membrane	P25297
.........GO:0006878	0.1	0.3	0.33	1	1125	3	1125	0.625	1	cellular copper ion homeostasis	P00445
....GO:0005801	0.1	0.3	0.33	1	1125	3	1125	0.625	1	cis-Golgi network	P39986
.....GO:0003756	0.1	0.3	0.33	1	1125	3	1125	0.625	1	protein disulfide isomerase activity	P17967
...GO:0005742	0.1	0.3	0.33	1	1125	3	1125	0.625	1	mitochondrial outer membrane translocase complex	P07213
........GO:0009435	0.1	0.3	0.33	1	1125	3	1125	0.625	1	NAD biosynthetic process	Q06178
....GO:0000103	0.1	0.3	0.33	1	1125	3	1125	0.625	1	sulfate assimilation	Q02196
.........GO:0055070	0.1	0.3	0.33	1	1125	3	1125	0.625	1	copper ion homeostasis	P00445
....GO:0006986	0.1	0.3	0.33	1	1125	3	1125	0.625	1	response to unfolded protein	P16474
.......GO:0072509	0.1	0.3	0.33	1	1125	3	1125	0.625	1	divalent inorganic cation transmembrane transporter activity	Q01926
......GO:0032006	0.1	0.3	0.33	1	1125	3	1125	0.625	1	regulation of TOR signaling	P26637
....GO:0043488	0.1	0.3	0.33	1	1125	3	1125	0.625	1	regulation of mRNA stability	P38199
...GO:0043487	0.1	0.3	0.33	1	1125	3	1125	0.625	1	regulation of RNA stability	P38199
.......GO:1900151	0.1	0.3	0.33	1	1125	3	1125	0.625	1	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	P04147
...GO:0000276	0.1	0.3	0.33	1	1125	3	1125	0.625	1	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Q06405
......GO:0061572	0.1	0.3	0.33	1	1125	3	1125	0.625	1	actin filament bundle organization	P17536
.....GO:0009074	0.1	0.3	0.33	1	1125	3	1125	0.625	1	aromatic amino acid family catabolic process	P06169
....GO:0005778	0.1	0.3	0.33	1	1125	3	1125	0.625	1	peroxisomal membrane	P38137
....GO:0005775	0.1	0.3	0.33	1	1125	3	1125	0.625	1	vacuolar lumen	Q12408
.GO:0045182	0.1	0.3	0.33	1	1125	3	1125	0.625	1	translation regulator activity	P39517
...GO:0017171	0.1	0.3	0.33	1	1125	3	1125	0.625	1	serine hydrolase activity	P36775
...GO:0035966	0.1	0.3	0.33	1	1125	3	1125	0.625	1	response to topologically incorrect protein	P16474
....GO:0016653	0.1	0.3	0.33	1	1125	3	1125	0.625	1	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	P38626
.....GO:0010921	0.1	0.3	0.33	1	1125	3	1125	0.625	1	regulation of phosphatase activity	P41895
......GO:0019203	0.1	0.3	0.33	1	1125	3	1125	0.625	1	carbohydrate phosphatase activity	P31688
...GO:0016757	0.7	2.2	0.32	8	1125	25	1125	0.00427	0.195	transferase activity, transferring glycosyl groups	P00498,P06738,P13298,P18562,P46964,P47124,Q00764,Q04178
......GO:0046488	0.3	0.9	0.30	3	1125	10	1125	0.0914	1	phosphatidylinositol metabolic process	P06787,P24280,P47008
.....GO:0098656	0.2	0.6	0.29	2	1125	7	1125	0.179	1	anion transmembrane transport	P25297,Q04013
.GO:0060089	0.2	0.6	0.29	2	1125	7	1125	0.179	1	molecular transducer activity	P38011,Q01389
..GO:0007117	0.2	0.6	0.29	2	1125	7	1125	0.179	1	budding cell bud growth	P17536,P60010
......GO:0006383	0.2	0.6	0.29	2	1125	7	1125	0.179	1	transcription from RNA polymerase III promoter	P17890,P25441
...GO:0031988	0.3	1.0	0.27	3	1125	11	1125	0.0566	1	membrane-bounded vesicle	P07560,P41810,P43555
....GO:0016023	0.3	1.0	0.27	3	1125	11	1125	0.0566	1	cytoplasmic membrane-bounded vesicle	P07560,P41810,P43555
....GO:0070085	0.4	1.4	0.25	4	1125	16	1125	0.0115	0.418	glycosylation	P29952,P41940,P46964,P47124
.....GO:0030135	0.2	0.7	0.25	2	1125	8	1125	0.109	1	coated vesicle	P41810,P43555
...GO:0019887	0.2	0.7	0.25	2	1125	8	1125	0.109	1	protein kinase regulator activity	P07278,P17442
..GO:0019207	0.2	0.7	0.25	2	1125	8	1125	0.109	1	kinase regulator activity	P07278,P17442
....GO:0030473	0.1	0.4	0.25	1	1125	4	1125	0.374	1	nuclear migration along microtubule	Q02647
....GO:0030705	0.1	0.4	0.25	1	1125	4	1125	0.374	1	cytoskeleton-dependent intracellular transport	Q02647
....GO:0000902	0.1	0.4	0.25	1	1125	4	1125	0.374	1	cell morphogenesis	P23292
.....GO:0015926	0.1	0.4	0.25	1	1125	4	1125	0.374	1	glucosidase activity	P38158
.....GO:0051346	0.1	0.4	0.25	1	1125	4	1125	0.374	1	negative regulation of hydrolase activity	Q12159
....GO:0005881	0.1	0.4	0.25	1	1125	4	1125	0.374	1	cytoplasmic microtubule	Q02647
....GO:0007018	0.1	0.4	0.25	1	1125	4	1125	0.374	1	microtubule-based movement	Q02647
......GO:0072384	0.1	0.4	0.25	1	1125	4	1125	0.374	1	organelle transport along microtubule	Q02647
.....GO:0030148	0.1	0.4	0.25	1	1125	4	1125	0.374	1	sphingolipid biosynthetic process	P40970
......GO:0070838	0.1	0.4	0.25	1	1125	4	1125	0.374	1	divalent metal ion transport	Q01926
.....GO:0035251	0.1	0.4	0.25	1	1125	4	1125	0.374	1	UDP-glucosyltransferase activity	Q00764
.....GO:0010970	0.1	0.4	0.25	1	1125	4	1125	0.374	1	microtubule-based transport	Q02647
...GO:0007118	0.1	0.4	0.25	1	1125	4	1125	0.374	1	budding cell apical bud growth	P17536
....GO:0022603	0.1	0.4	0.25	1	1125	4	1125	0.374	1	regulation of anatomical structure morphogenesis	P53860
.....GO:0072511	0.1	0.4	0.25	1	1125	4	1125	0.374	1	divalent inorganic cation transport	Q01926
.....GO:0046527	0.1	0.4	0.25	1	1125	4	1125	0.374	1	glucosyltransferase activity	Q00764
....GO:0031902	0.1	0.4	0.25	1	1125	4	1125	0.374	1	late endosome membrane	P32571
....GO:0051647	0.1	0.4	0.25	1	1125	4	1125	0.374	1	nucleus localization	Q02647
.....GO:0007097	0.1	0.4	0.25	1	1125	4	1125	0.374	1	nuclear migration	Q02647
....GO:0040023	0.1	0.4	0.25	1	1125	4	1125	0.374	1	establishment of nucleus localization	Q02647
....GO:0016758	0.4	1.6	0.22	4	1125	18	1125	0.00416	0.194	transferase activity, transferring hexosyl groups	P06738,P46964,P47124,Q00764
.....GO:0030133	0.2	0.8	0.22	2	1125	9	1125	0.0648	1	transport vesicle	P07560,P43555
...GO:0031984	0.2	0.8	0.22	2	1125	9	1125	0.0648	1	organelle subcompartment	P01123,P38116
....GO:0098791	0.2	0.8	0.22	2	1125	9	1125	0.0648	1	Golgi subcompartment	P01123,P38116
.....GO:0043413	0.3	1.3	0.20	3	1125	15	1125	0.00731	0.303	macromolecule glycosylation	P29952,P41940,P46964
...GO:0006486	0.3	1.3	0.20	3	1125	15	1125	0.00731	0.303	protein glycosylation	P29952,P41940,P46964
......GO:0006497	0.1	0.4	0.20	1	1125	5	1125	0.218	1	protein lipidation	P39010
....GO:0008194	0.1	0.4	0.20	1	1125	5	1125	0.218	1	UDP-glycosyltransferase activity	Q00764
.......GO:0007096	0.1	0.4	0.20	1	1125	5	1125	0.218	1	regulation of exit from mitosis	P29311
.......GO:0004722	0.1	0.4	0.20	1	1125	5	1125	0.218	1	protein serine/threonine phosphatase activity	P31383
...GO:0005484	0.1	0.5	0.17	1	1125	6	1125	0.124	1	SNAP receptor activity	P36015
......GO:0006661	0.1	0.5	0.17	1	1125	6	1125	0.124	1	phosphatidylinositol biosynthetic process	P06787
....GO:0046467	0.1	0.6	0.14	1	1125	7	1125	0.0698	1	membrane lipid biosynthetic process	P40970
......GO:0030134	0.1	0.6	0.14	1	1125	7	1125	0.0698	1	ER to Golgi transport vesicle	P43555
....GO:0006665	0.1	0.6	0.14	1	1125	7	1125	0.0698	1	sphingolipid metabolic process	P40970
....GO:0006487	0.1	0.6	0.14	1	1125	7	1125	0.0698	1	protein N-linked glycosylation	P46964
.....GO:0000030	0.1	0.7	0.13	1	1125	8	1125	0.0387	0.962	mannosyltransferase activity	P47124
.....GO:0097502	0.1	0.8	0.11	1	1125	9	1125	0.0212	0.629	mannosylation	P47124
....GO:0006643	0.1	0.9	0.10	1	1125	10	1125	0.0115	0.418	membrane lipid metabolic process	P40970
........GO:0032777	0.4	0.0	-1.00	4	1125	0	1125	0.125	1	Piccolo NuA4 histone acetyltransferase complex	P43572,Q04003,Q08649,Q99314
.....GO:0090282	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	positive regulation of transcription involved in G2/M transition of mitotic cell cycle	P40466,P41813,Q08887
...GO:1990526	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	Ste12p-Dig1p-Dig2p complex	P13574,Q03063,Q03373
.....GO:0033567	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	DNA replication, Okazaki fragment processing	P38859,P40151,P40562
.......GO:0034247	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	snoRNA splicing	P20053,P20095,Q06224
.....GO:0043966	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	histone H3 acetylation	P25554,Q03330,Q07794
........GO:0008310	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	single-stranded DNA 3'-5' exodeoxyribonuclease activity	P21951,P46957,P47110
....GO:0071020	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	post-spliceosomal complex	P24384,P33411,Q02775
.....GO:0071021	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	U2-type post-spliceosomal complex	P24384,P33411,Q02775
........GO:2000218	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	negative regulation of invasive growth in response to glucose limitation	P20134,Q03063,Q03373
......GO:0000126	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	transcription factor TFIIIB complex	P13393,P29056,P46678
....GO:0001026	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	TFIIIB-type transcription factor activity	P13393,P29056,P46678
.......GO:0072366	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter	P07248,P31385,P39001
....GO:0043625	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	delta DNA polymerase complex	P15436,P46957,P47110
........GO:0008297	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	single-stranded DNA exodeoxyribonuclease activity	P21951,P46957,P47110
......GO:0019237	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	centromeric DNA binding	P17106,P32504,P40466
...GO:0000995	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	core RNA polymerase III binding transcription factor activity	P13393,P29056,P46678
.....GO:0019104	0.3	0.0	-1.00	3	1125	0	1125	0.25	1	DNA N-glycosylase activity	P12887,P22134,P31378
.....GO:0034198	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	cellular response to amino acid starvation	P22082,P53628
.........GO:0061421	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of transcription by oleic acid	P07248,P40535
..........GO:0061429	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of transcription from RNA polymerase II promoter by oleic acid	P07248,P40535
....GO:0001179	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	RNA polymerase I transcription factor binding	P13393,P27692
....GO:0031494	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	regulation of mating type switching	P22082,P32591
.....GO:0006285	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	base-excision repair, AP site formation	P22134,P31378
.......GO:2000284	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of cellular amino acid biosynthetic process	P31385,P39001
....GO:2000243	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of reproductive process	P22082,P32591
.......GO:1900375	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of inositol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P17106,P31385
......GO:0061412	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation	P22082,P53628
.......GO:0045128	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	negative regulation of reciprocal meiotic recombination	P32561,P35187
.......GO:1900471	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	negative regulation of inositol biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	P31385,P39001
....GO:0016577	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	histone demethylation	P39956,Q03833
.........GO:0033255	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	SAS acetyltransferase complex	Q04003,Q99314
.......GO:0072479	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	response to mitotic cell cycle spindle assembly checkpoint signaling	P40457,Q02455
...GO:0070893	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	transposon integration	P13393,P29056
......GO:0072476	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	response to mitotic spindle checkpoint signaling	P40457,Q02455
....GO:0016233	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	telomere capping	P29539,P38121
.......GO:1900468	0.2	0.0	-1.00	2	1125	0	1125	0.5	1	regulation of phosphatidylserine biosynthetic process	P31385,P39001
